Superficie,Tourney_Level,Cat_Rank,Cat_Age,Cat_Ht,Fav_Hand,Hand_Matchup,Cat_Ace,Cat_DF,Cat_ServiceWinPerc,Risultato_Favorevole
Clay,A,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Clay,A,Equilibrato,Superiore,Inferiore,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Clay,A,FavoritoMedio,Medio,Medio,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Clay,A,FavoritoNetto,Medio,Medio,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Clay,A,Equilibrato,Inferiore,Inferiore,L,Opposta,Inferiore,Medio,Medio,Vittoria
Clay,A,FavoritoMedio,Inferiore,Medio,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,A,FavoritoMedio,Medio,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Clay,A,FavoritoMedio,Medio,Inferiore,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Clay,G,Equilibrato,Inferiore,Inferiore,R,StessaMano,Inferiore,Medio,Medio,Vittoria
Clay,G,Equilibrato,Inferiore,Medio,R,StessaMano,Inferiore,Medio,Medio,Sconfitta
Clay,G,Equilibrato,Medio,Superiore,R,StessaMano,Superiore,Superiore,Superiore,Vittoria
Clay,G,Equilibrato,Inferiore,Medio,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Clay,G,Equilibrato,Inferiore,Inferiore,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Clay,G,Equilibrato,Medio,Superiore,R,StessaMano,Inferiore,Medio,Medio,Vittoria
Clay,G,FavoritoMedio,Superiore,Medio,R,StessaMano,Medio,Medio,Medio,Vittoria
Clay,G,FavoritoNetto,Inferiore,Medio,R,Opposta,Superiore,Superiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Clay,G,Equilibrato,Medio,Superiore,R,StessaMano,Superiore,Medio,Medio,Vittoria
Clay,G,Equilibrato,Medio,Superiore,R,StessaMano,Medio,Inferiore,Inferiore,Sconfitta
Clay,G,Equilibrato,Inferiore,Inferiore,R,StessaMano,Inferiore,Superiore,Medio,Vittoria
Clay,G,Equilibrato,Medio,Superiore,R,StessaMano,Superiore,Inferiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Medio,Superiore,R,StessaMano,Medio,Superiore,Medio,Vittoria
Clay,G,FavoritoMedio,Superiore,Medio,R,StessaMano,Superiore,Medio,Medio,Vittoria
Clay,G,FavoritoNetto,Inferiore,Medio,R,StessaMano,Medio,Medio,Superiore,Vittoria
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Medio,Superiore,R,StessaMano,Superiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoMedio,Medio,Superiore,R,StessaMano,Superiore,Superiore,Medio,Vittoria
Clay,G,FavoritoMedio,Medio,Medio,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Medio,Inferiore,Medio,Vittoria
Clay,G,FavoritoNetto,Medio,Superiore,R,Opposta,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Medio,Superiore,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Superiore,Medio,R,StessaMano,Inferiore,Superiore,Medio,Vittoria
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoNetto,Medio,Superiore,R,StessaMano,Medio,Superiore,Medio,Vittoria
Clay,G,FavoritoNetto,Inferiore,Medio,R,StessaMano,Superiore,Superiore,Superiore,Vittoria
Clay,G,Equilibrato,Medio,Inferiore,R,StessaMano,Medio,Inferiore,Inferiore,Sconfitta
Clay,G,Equilibrato,Inferiore,Superiore,L,Opposta,Medio,Superiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Medio,Medio,R,Opposta,Inferiore,Medio,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Superiore,Medio,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Medio,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Medio,Inferiore,Medio,Vittoria
Clay,G,FavoritoNetto,Medio,Superiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Superiore,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Clay,G,FavoritoMedio,Medio,Medio,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Superiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoNetto,Medio,Superiore,R,StessaMano,Medio,Medio,Medio,Vittoria
Clay,G,FavoritoNetto,Medio,Superiore,R,StessaMano,Inferiore,Medio,Medio,Vittoria
Clay,G,FavoritoMedio,Superiore,Medio,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Medio,Superiore,R,StessaMano,Superiore,Medio,Medio,Vittoria
Clay,G,FavoritoMedio,Inferiore,Medio,R,StessaMano,Inferiore,Medio,Medio,Vittoria
Clay,G,FavoritoNetto,Medio,Inferiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Superiore,L,Opposta,Superiore,Superiore,Medio,Vittoria
Clay,G,FavoritoNetto,Medio,Superiore,R,StessaMano,Medio,Superiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Medio,Superiore,R,StessaMano,Medio,Superiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Medio,Medio,Medio,Sconfitta
Clay,G,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Inferiore,R,StessaMano,Medio,Medio,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Medio,R,Opposta,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,G,Equilibrato,Medio,Medio,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Medio,Medio,Vittoria
Clay,G,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Medio,Medio,Medio,Vittoria
Clay,G,Equilibrato,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Clay,G,Equilibrato,Inferiore,Inferiore,R,StessaMano,Medio,Superiore,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Clay,G,Equilibrato,Medio,Medio,L,Opposta,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Medio,Superiore,R,Opposta,Inferiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoMedio,Inferiore,Medio,R,StessaMano,Medio,Superiore,Medio,Vittoria
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,Opposta,Medio,Superiore,Inferiore,Sconfitta
Clay,G,Equilibrato,Medio,Superiore,R,StessaMano,Superiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoNetto,Superiore,Medio,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Inferiore,Medio,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Superiore,R,Opposta,Superiore,Medio,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Superiore,R,Opposta,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Medio,R,StessaMano,Superiore,Superiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Inferiore,Medio,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Superiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Medio,Superiore,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Superiore,Medio,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Medio,Superiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Superiore,R,StessaMano,Superiore,Medio,Medio,Vittoria
Clay,G,FavoritoMedio,Inferiore,Medio,R,StessaMano,Superiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoNetto,Medio,Inferiore,R,StessaMano,Medio,Medio,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Superiore,L,StessaMano,Superiore,Superiore,Medio,Vittoria
Clay,G,FavoritoNetto,Medio,Superiore,R,Opposta,Medio,Medio,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Medio,Medio,L,Opposta,Inferiore,Superiore,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Medio,Superiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Superiore,R,StessaMano,Superiore,Superiore,Medio,Vittoria
Clay,G,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Medio,Inferiore,Medio,Vittoria
Clay,G,FavoritoMedio,Inferiore,Superiore,R,Opposta,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Superiore,Inferiore,L,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Medio,Inferiore,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Medio,L,Opposta,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Medio,Medio,R,Opposta,Inferiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoMedio,Medio,Medio,R,StessaMano,Superiore,Superiore,Medio,Vittoria
Clay,G,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Medio,Medio,Medio,Vittoria
Clay,G,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,Equilibrato,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Inferiore,Superiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Medio,Medio,L,Opposta,Inferiore,Medio,Medio,Sconfitta
Clay,G,FavoritoMedio,Medio,Medio,R,StessaMano,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Medio,Medio,Medio,Vittoria
Clay,G,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Medio,Inferiore,Medio,Vittoria
Clay,G,FavoritoNetto,Inferiore,Superiore,L,Opposta,Inferiore,Superiore,Inferiore,Sconfitta
Clay,G,Equilibrato,Superiore,Inferiore,R,StessaMano,Inferiore,Superiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Medio,R,StessaMano,Medio,Medio,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Superiore,Inferiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,Opposta,Medio,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Superiore,Inferiore,Medio,Sconfitta
Clay,G,FavoritoNetto,Inferiore,Medio,R,StessaMano,Superiore,Inferiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Medio,Inferiore,R,StessaMano,Medio,Superiore,Inferiore,Sconfitta
Clay,G,Equilibrato,Inferiore,Inferiore,R,StessaMano,Inferiore,Medio,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Superiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Superiore,Inferiore,R,Opposta,Medio,Medio,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Medio,Inferiore,R,StessaMano,Inferiore,Superiore,Medio,Vittoria
Clay,G,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Superiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Superiore,Superiore,R,StessaMano,Superiore,Superiore,Medio,Vittoria
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Medio,Inferiore,R,StessaMano,Superiore,Superiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Inferiore,Medio,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Superiore,Medio,Sconfitta
Clay,G,FavoritoNetto,Medio,Medio,R,Opposta,Superiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoMedio,Medio,Superiore,R,StessaMano,Superiore,Superiore,Superiore,Vittoria
Clay,G,Equilibrato,Inferiore,Inferiore,R,Opposta,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Superiore,Medio,Inferiore,Vittoria
Clay,G,FavoritoNetto,Medio,Inferiore,R,StessaMano,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Superiore,Superiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Superiore,Medio,R,StessaMano,Medio,Inferiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Medio,Superiore,R,StessaMano,Medio,Medio,Superiore,Vittoria
Grass,A,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Grass,A,Equilibrato,Inferiore,Inferiore,R,Opposta,Inferiore,Superiore,Superiore,Vittoria
Grass,A,Equilibrato,Medio,Medio,R,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Grass,A,FavoritoNetto,Medio,Medio,L,StessaMano,Inferiore,Medio,Medio,Vittoria
Grass,A,FavoritoNetto,Medio,Medio,R,StessaMano,Inferiore,Superiore,Medio,Vittoria
Grass,A,Equilibrato,Medio,Inferiore,R,StessaMano,Medio,Superiore,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Medio,Medio,Superiore,Vittoria
Grass,A,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Grass,A,FavoritoMedio,Medio,Medio,L,Opposta,Superiore,Inferiore,Superiore,Vittoria
Grass,A,FavoritoNetto,Superiore,Inferiore,L,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Medio,Medio,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Grass,A,FavoritoNetto,Medio,Superiore,R,StessaMano,Inferiore,Superiore,Medio,Sconfitta
Grass,A,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Grass,A,FavoritoMedio,Medio,Inferiore,R,StessaMano,Medio,Medio,Superiore,Vittoria
Grass,A,FavoritoNetto,Superiore,Inferiore,R,Opposta,Inferiore,Superiore,Medio,Vittoria
Grass,A,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Grass,A,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Grass,A,FavoritoNetto,Inferiore,Superiore,R,Opposta,Superiore,Superiore,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Superiore,Inferiore,L,Opposta,Inferiore,Medio,Inferiore,Vittoria
Grass,A,FavoritoMedio,Medio,Medio,R,StessaMano,Superiore,Medio,Inferiore,Vittoria
Grass,A,FavoritoMedio,Medio,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Grass,A,Equilibrato,Medio,Medio,R,StessaMano,Superiore,Medio,Medio,Vittoria
Grass,A,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Grass,A,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Inferiore,Superiore,Medio,Vittoria
Grass,A,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Inferiore,Medio,Medio,Vittoria
Grass,A,FavoritoNetto,Inferiore,Superiore,L,Opposta,Inferiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoMedio,Inferiore,Superiore,L,Opposta,Superiore,Medio,Superiore,Vittoria
Grass,A,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Inferiore,Sconfitta
Grass,A,Equilibrato,Medio,Medio,R,Opposta,Inferiore,Medio,Inferiore,Sconfitta
Grass,A,Equilibrato,Medio,Superiore,R,StessaMano,Superiore,Superiore,Inferiore,Sconfitta
Grass,A,Equilibrato,Medio,Superiore,R,StessaMano,Superiore,Superiore,Superiore,Vittoria
Grass,A,FavoritoMedio,Inferiore,Medio,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Grass,A,FavoritoMedio,Superiore,Superiore,R,StessaMano,Medio,Medio,Superiore,Vittoria
Grass,A,FavoritoNetto,Medio,Medio,R,StessaMano,Medio,Medio,Inferiore,Vittoria
Grass,A,Equilibrato,Inferiore,Superiore,L,Opposta,Medio,Superiore,Medio,Vittoria
Grass,A,FavoritoMedio,Inferiore,Inferiore,R,Opposta,Medio,Inferiore,Medio,Vittoria
Grass,A,FavoritoNetto,Medio,Superiore,R,StessaMano,Superiore,Medio,Medio,Vittoria
Grass,A,FavoritoMedio,Medio,Superiore,R,Opposta,Inferiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoNetto,Inferiore,Superiore,L,Opposta,Superiore,Superiore,Medio,Sconfitta
Grass,A,FavoritoMedio,Medio,Superiore,R,StessaMano,Superiore,Superiore,Inferiore,Sconfitta
Grass,A,Equilibrato,Inferiore,Superiore,R,StessaMano,Inferiore,Inferiore,Inferiore,Sconfitta
Grass,A,Equilibrato,Superiore,Superiore,R,StessaMano,Medio,Medio,Superiore,Vittoria
Grass,A,FavoritoNetto,Superiore,Superiore,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Grass,A,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Superiore,Inferiore,Medio,Vittoria
Grass,A,Equilibrato,Inferiore,Superiore,L,Opposta,Inferiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoMedio,Medio,Superiore,R,Opposta,Medio,Inferiore,Medio,Sconfitta
Grass,A,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Inferiore,Inferiore,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Medio,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Sconfitta
Grass,A,FavoritoNetto,Inferiore,Inferiore,L,Opposta,Superiore,Superiore,Inferiore,Vittoria
Grass,A,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Grass,A,Equilibrato,Inferiore,Medio,R,StessaMano,Inferiore,Medio,Superiore,Vittoria
Grass,A,FavoritoMedio,Inferiore,Medio,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Grass,A,Equilibrato,Medio,Superiore,R,StessaMano,Inferiore,Inferiore,Medio,Sconfitta
Grass,A,FavoritoMedio,Inferiore,Medio,R,StessaMano,Inferiore,Medio,Medio,Vittoria
Grass,A,Equilibrato,Medio,Superiore,R,StessaMano,Inferiore,Superiore,Medio,Vittoria
Grass,A,FavoritoMedio,Medio,Superiore,R,StessaMano,Superiore,Medio,Medio,Vittoria
Grass,A,FavoritoMedio,Medio,Superiore,R,StessaMano,Medio,Inferiore,Medio,Vittoria
Grass,A,FavoritoMedio,Inferiore,Medio,R,StessaMano,Medio,Superiore,Medio,Vittoria
Grass,A,FavoritoMedio,Medio,Superiore,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Grass,A,FavoritoMedio,Medio,Superiore,R,StessaMano,Medio,Medio,Medio,Sconfitta
Grass,A,FavoritoMedio,Medio,Superiore,R,StessaMano,Superiore,Medio,Medio,Sconfitta
Grass,A,FavoritoNetto,Medio,Superiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Grass,A,Equilibrato,Superiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoMedio,Inferiore,Inferiore,R,Opposta,Medio,Medio,Medio,Vittoria
Grass,A,FavoritoNetto,Medio,Superiore,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Grass,A,FavoritoMedio,Inferiore,Medio,R,StessaMano,Superiore,Medio,Medio,Vittoria
Grass,A,Equilibrato,Medio,Inferiore,R,StessaMano,Medio,Superiore,Inferiore,Sconfitta
Grass,A,Equilibrato,Inferiore,Inferiore,R,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Medio,Superiore,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Grass,A,FavoritoMedio,Medio,Superiore,R,StessaMano,Medio,Superiore,Medio,Vittoria
Grass,A,Equilibrato,Medio,Superiore,R,StessaMano,Medio,Medio,Medio,Vittoria
Grass,A,Equilibrato,Medio,Superiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Grass,A,FavoritoNetto,Medio,Superiore,R,StessaMano,Superiore,Superiore,Medio,Vittoria
Grass,A,FavoritoMedio,Medio,Superiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Grass,A,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Inferiore,Medio,Superiore,Vittoria
Grass,A,Equilibrato,Inferiore,Superiore,R,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Grass,A,FavoritoMedio,Medio,Medio,R,StessaMano,Medio,Superiore,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Inferiore,Superiore,R,Opposta,Superiore,Medio,Inferiore,Sconfitta
Grass,A,Equilibrato,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Inferiore,Sconfitta
Grass,A,Equilibrato,Inferiore,Inferiore,R,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Medio,Superiore,R,StessaMano,Superiore,Medio,Medio,Vittoria
Grass,A,FavoritoMedio,Medio,Inferiore,R,StessaMano,Superiore,Medio,Medio,Vittoria
Grass,A,Equilibrato,Medio,Inferiore,R,StessaMano,Medio,Inferiore,Medio,Vittoria
Grass,A,Equilibrato,Inferiore,Inferiore,R,StessaMano,Inferiore,Superiore,Medio,Vittoria
Grass,A,FavoritoMedio,Medio,Inferiore,R,Opposta,Medio,Inferiore,Medio,Vittoria
Grass,A,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Medio,Medio,Medio,Vittoria
Grass,A,FavoritoMedio,Medio,Superiore,R,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Medio,Medio,Superiore,Vittoria
Grass,A,FavoritoMedio,Inferiore,Inferiore,R,Opposta,Inferiore,Inferiore,Inferiore,Sconfitta
Grass,A,Equilibrato,Medio,Inferiore,R,Opposta,Superiore,Medio,Superiore,Vittoria
Grass,A,Equilibrato,Superiore,Medio,R,StessaMano,Medio,Superiore,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Superiore,Superiore,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Grass,A,FavoritoNetto,Medio,Superiore,R,StessaMano,Medio,Inferiore,Inferiore,Vittoria
Grass,A,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Medio,Inferiore,Sconfitta
Grass,A,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Inferiore,Superiore,Medio,Vittoria
Grass,A,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Medio,Medio,Superiore,Vittoria
Grass,A,Equilibrato,Inferiore,Inferiore,R,Opposta,Inferiore,Superiore,Inferiore,Sconfitta
Grass,A,Equilibrato,Medio,Medio,L,Opposta,Medio,Inferiore,Medio,Vittoria
Grass,A,Equilibrato,Medio,Inferiore,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Grass,A,Equilibrato,Superiore,Medio,R,Opposta,Superiore,Medio,Superiore,Vittoria
Grass,A,Equilibrato,Medio,Superiore,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Medio,Medio,R,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Grass,A,FavoritoMedio,Medio,Medio,L,Opposta,Inferiore,Inferiore,Medio,Sconfitta
Grass,A,FavoritoMedio,Inferiore,Medio,R,StessaMano,Medio,Medio,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Medio,Inferiore,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Medio,Medio,L,Opposta,Inferiore,Inferiore,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Medio,Superiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Grass,A,FavoritoNetto,Inferiore,Superiore,L,Opposta,Inferiore,Inferiore,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Medio,Superiore,Inferiore,Sconfitta
Grass,A,Equilibrato,Superiore,Inferiore,R,StessaMano,Inferiore,Medio,Medio,Sconfitta
Grass,A,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Sconfitta
Grass,A,FavoritoMedio,Medio,Medio,L,Opposta,Medio,Inferiore,Medio,Vittoria
Grass,A,FavoritoNetto,Medio,Medio,R,StessaMano,Superiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoMedio,Medio,Medio,L,Opposta,Inferiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoNetto,Inferiore,Superiore,L,Opposta,Superiore,Medio,Inferiore,Sconfitta
Grass,A,Equilibrato,Medio,Medio,R,StessaMano,Superiore,Superiore,Inferiore,Vittoria
Grass,A,FavoritoNetto,Medio,Medio,L,Opposta,Inferiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoNetto,Superiore,Superiore,R,StessaMano,Superiore,Superiore,Medio,Vittoria
Grass,A,FavoritoNetto,Inferiore,Superiore,L,Opposta,Superiore,Superiore,Superiore,Vittoria
Grass,A,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Inferiore,Sconfitta
Grass,A,FavoritoMedio,Superiore,Inferiore,L,Opposta,Medio,Superiore,Inferiore,Sconfitta
